entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;;;;;;;;;;;;;;;;;;;
Parque Roca;Parque Roca: Obras Complementarias Para Piletas De Nataci�n - Parque Roca Sector C;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Se Trata De Mejorar Los Cercos, Pisos, Pintura De Pileta A Fin De Cumplir Con Las Normas De Habilitacion Para El Programa De Col�nias De Verano;$285.872,00;8;Villa Soldati;Roca, Cnel. Av. 4490;-34,67659628;-58,44815456;2016-01-12;2016-12-31;11,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Obrascomplementariasparapiletasdenataci%C3%B3nPRocaSectorC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Obrascomplementariasparapiletasdenataci%C3%B3nPRocaSectorC_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Obrascomplementariasparapiletasdenataci%C3%B3nPRocaSectorC_foto4.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Obrascomplementariasparapiletasdenataci%C3%B3nPRocaSectorC_fot5.jpg;SOL YEWEN LTDA;2016;Contrataci�n Directa;38-CBAS-2016;30709272981;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/parque-roca;;;;;;;;;;;;;;;;;;;;;;;
Parque Roca;Parque Roca: Cerco En Lago - Parque Roca Sector C;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Realizacion De Cerco Perimetral Al Lago Soldati A Fin De Cumplir Con Las Normas De Habilitacion Para El Programa De Col�nias De Verano;$351.364,00;8;Villa Soldati;Roca, Cnel. Av. 4490;-34,67659628;-58,44815456;2016-01-12;2016-12-31;11,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/CercoenlagoPRocaSectorC-_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/CercoenlagoPRocaSectorC-_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/CercoenlagoPRocaSectorC-_foto3.jpg;;ANTONIO ALAK LTDA;2016;Contrataci�n Directa;37-CBAS-2016;30709930385;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/parque-roca;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Ejecuci�n De Calle De Enlace Entre El Complejo Habitacional Los Piletones Y Av. Asturias;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Se Trata De Ejecutar Una Calle Que Vincule Al Complejo Habitacional Con La Av. Asturias. Hormig�n Armado, Cordones Y Desag��es Pluviales;$2.014.379,00;8;Villa Soldati;Plumerillo Y Asturias Av (No Oficial);-34,66580568;-58,45636583;2016-11-24;2017-01-23;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Ejecuci%C3%B3ndecalledeenlaceentreelCHPyAv.Asturias_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Ejecuci%C3%B3ndecalledeenlaceentreelCHPyAv.Asturias_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Ejecuci%C3%B3ndecalledeenlaceentreelCHPyAv.Asturias_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Ejecuci%C3%B3ndecalledeenlaceentreelCHPyAv.Asturias_foto4.jpg;Maquivial S.A.I;2016;Contrataci�n Directa;29-CBAS-2016;30548939689;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Obras Complementarias De Infraestructura Y Puesta En R�gimen En Barrio Piletones Y Barrio Ramon Carrillo;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Mejoras En El Tendido A Fin De Poner En Funcionamiento Las Redes De Cloaca Y Agua Del Barrio Los Piletones;$3.268.701,00;8;Villa Soldati;Lacarra Av. Y Barros Pazos, Jose;-34,66362299;-58,45160937;2016-12-28;2017-02-26;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Obrascomplementarias%20de%20infraestructura_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Obrascomplementarias%20de%20infraestructura_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Obrascomplementarias%20de%20infraestructura_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Obrascomplementarias%20de%20infraestructura_foto4.jpg;C&E Construcciones S.A.;2016;Contrataci�n Directa;28-CBAS-2016;30708288361;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Obras Comuna 8;Obras Comuna 8: Remodelaci�n De Viviendas Incendiadas En El Conjunto Habitacional 180 Viviendas Sito En Av. Fern�ndez De La Cruz Y Av. Lacarra;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Mejoras Generales En Viviendas: Revoques, Pisos, Pintura, Instalaciones, Aberturas Y Techos;$1.016.896,00;8;Villa Soldati;Fernandez De La Cruz, F., Gral. Av. Y Lacarra Av.;-34,66492169;-58,44995894;2016-11-21;2017-02-19;3;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Remodelaci%C3%B3ndeviviendasincendiadasenelCH180viv_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Remodelaci%C3%B3ndeviviendasincendiadasenelCH180viv_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Remodelaci%C3%B3ndeviviendasincendiadasenelCH180viv_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Remodelaci%C3%B3ndeviviendasincendiadasenelCH180viv_foto4.jpg;COOPAAR LTDA;2016;Contrataci�n Directa;27-CBAS-2016;30708899727;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/obras-en-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Obras Comuna 8;Obras Comuna 8: Retiro De Autos Abandonados, Muebles Y Chatarra En Predio De Futura Apertura Sito En La Calle San Pedrito Entre 27 De Febrero Y Calle Cook;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Retiro De Materiales Existentes En Predio Judicial A Fin De Realizar La Apertura De La Calle San Pedrito;$749.302,00;8;Villa Soldati;San Pedrito Y Cooke, John W.;-34,66817971;-58,43285736;2016-08-20;2016-09-19;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Retirodeautosmueblesychatarra_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Retirodeautosmueblesychatarra_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Retirodeautosmueblesychatarra_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur4/Retirodeautosmueblesychatarra_foto4.jpg;El Progreso Ltda Hubac;2016;Contrataci�n Directa;25-CBAS-2016;30710270550;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/obras-en-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Tendido El�ctrico - Gabinete De Tablero Y Alumbrado;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Gabinete De Tablero Seccional, Alumbrado Y Tendido El�ctrico En Ch Piletones;$110.918,00;8;Villa Soldati;Plumerillo Y Asturias Av (No Oficial);-34,66580568;-58,45636583;2016-09-09;2016-09-10;0,1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Tendidoelectrico-gabinetetableroyalumbradoCHPiletones_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Tendidoelectrico-gabinetetableroyalumbradoCHPiletones_foto2.JPG;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Tendidoelectrico-gabinetetableroyalumbradoCHPiletones_foto3.JPG;;ANTONIO ALAK LTDA;2016;Contrataci�n Directa;24-CBAS-2016;30709930385;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Obras Comuna 8;Obras Comuna 8: Reconstrucci�n De Las Unidades Funcionales 29, 30, 49 Y 50 Del Ch N�stor Kirchner;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Mejoras Generales En Viviendas: Revoques, Pisos, Pintura, Instalaciones, Aberturas Y Techos;$1.760.971,00;8;Villa Lugano;Escalada Av. 4551;-34,6784342;-58,45262009;2016-11-08;2016-12-24;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reconstrucci%C3%B3nUF29%2C30%2C49y50delCHNKirchner_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reconstrucci%C3%B3nUF29%2C30%2C49y50delCHNKirchner_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Reconstrucci%C3%B3nUF29%2C30%2C49y50delCHNKirchner_foto3.jpg;;El Progreso Ltda Hubac;2016;Contrataci�n Directa;21-CBAS-2016;30710270550;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/obras-en-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Obras Comuna 8;Obras Comuna 8: Tendido De Alimentadores El�ctricos Oficinas Cbas - Edificio Cis;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Independizacion De Tableros, Circuitos Y Alimentadores Del Cbas Con El Cis;$763.546,00;8;Villa Soldati;Rabanal, Francisco, Intendente Av. 3220;-34,66562943;-58,43899026;2016-09-05;2017-06-04;9;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Tendidodealimentadoresel%C3%A9ctricosoficinaCBAS-EdificioCIS_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Tendidodealimentadoresel%C3%A9ctricosoficinaCBAS-EdificioCIS_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Tendidodealimentadoresel%C3%A9ctricosoficinaCBAS-EdificioCIS_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Tendidodealimentadoresel%C3%A9ctricosoficinaCBAS-EdificioCIS_foto4.jpg;Building Co S.R.L;2016;Contrataci�n Directa;13-CBAS-2016;30708969881;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/obras-en-comuna-8;;;;;;;;;;;;;;;;;;;;;;;
Parque Roca;Parque Roca: Remodelaci�n De Cocina Del Sector Tenis - Acceso C - Parque Roca;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Pisos, Revestimientos, Mesada, Cielorrasos, Pintura;$356.879,00;8;Villa Soldati;Roca, Cnel. Av. 4490;-34,67659628;-58,44815456;2016-09-09;2016-11-08;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/P.RocaRemodelaci%C3%B3ncocinadelsectorTenis-AccesoC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/P.RocaRemodelaci%C3%B3ncocinadelsectorTenis-AccesoC_foto2.jpg;;;Faco S.A;2016;Contratacion Menor;06-CBAS-2016;30712463887;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/parque-roca;;;;;;;;;;;;;;;;;;;;;;;
Distrito Del Deporte;Distrito Del Deporte: Cerco Perimetral De Cancha De Futbol - Club Social Cultural Y Deportivo Unidos De Mataderos - Av. Eva Per�n 7164;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Cercos, Alumbrado Y Accesos;$315.201,00;8;Villa Lugano;Peron, Eva Av. 7164;-34,67231662;-58,49847421;2016-07-26;2016-09-24;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Cercoperimetraldecanchadefutbol-ClubSocialCulturalyDeportivoUnidosdeMataderos_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur2/Cercoperimetraldecanchadefutbol-ClubSocialCulturalyDeportivoUnidosdeMataderos_foto2.jpg;;;Jorge Canelles Ltda;2016;Contratacion Menor;05-CBAS-2016;30708832959;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/distrito-del-deporte;;;;;;;;;;;;;;;;;;;;;;;
Distrito Del Deporte;Distrito Del Deporte: Construcci�n De Sanitarios Para Personal De Boleter�a - Club San Lorenzo De Almagro;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Tendido Cloacal Y Agua, Pisos, Sanitarios, Iluminaci�n, Aberturas Y Pintura;$623.000,00;7;Flores;Fernandez De La Cruz, F., Gral. Av. 2145;-34,65443492;-58,43647585;2016-12-12;2017-10-02;9,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3ndesanitariosparaboleteria-ClubSanLorenzodeAlmagro_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3ndesanitariosparaboleteria-ClubSanLorenzodeAlmagro_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3ndesanitariosparaboleteria-ClubSanLorenzodeAlmagro_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3ndesanitariosparaboleteria-ClubSanLorenzodeAlmagro_foto4.jpg;Cylp S.A;2016;Licitaci�n Privada;05-CBAS-2016;30567789000;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/distrito-del-deporte;;;;;;;;;;;;;;;;;;;;;;;
Ctc;Ctc: Obras Complementarias De La Construcci�n De Un Acceso Provisorio Al Ctc - Traza Parcial Futura Rama 8;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Vereda De Homig�n Escobado, Traslado De Luminarias, Trasplante De Arboles, Reconstruccion De Cero Olimpico;$820.006,00;8;Villa Soldati;27 De Febrero Av. Y Autopista Presidente H�ctor J. C�mpora;-34,67290741;-58,43540071;2016-11-11;2017-03-11;4;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/ObrascomplementariasaccesoprovisorioCTC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/ObrascomplementariasaccesoprovisorioCTC_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/ObrascomplementariasaccesoprovisorioCTC_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/ObrascomplementariasaccesoprovisorioCTC_foto4.jpg;Maquivial S.A.I;2016;Licitaci�n Privada;04-CBAS-2016;30548939689;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/centro-de-transferencia-de-cargas;;;;;;;;;;;;;;;;;;;;;;;
Ctc;Ctc: Construcci�n De Un Acceso Provisorio Al Centro De Transferencia De Cargas-Traza Parcial Futura Rama 8-Elaboraci�n De Proyecto Ejecutivo Y Pavimentaci�n;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Ejecuci�n De Rampa De Acceso Al Ctc En Hormig�n;$4.791.914,00;8;Villa Soldati;27 De Febrero Av. Y Autopista Presidente H�ctor J. C�mpora;-34,66387311;-58,46923808;2016-11-11;2017-04-24;5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3naccesoprovisorioCTC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3naccesoprovisorioCTC_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3naccesoprovisorioCTC_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Construcci%C3%B3naccesoprovisorioCTC_foto4.jpg;Maquivial S.A.I;2016;Licitaci�n Privada;03-CBAS-2016;30548939689;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/centro-de-transferencia-de-cargas;;;;;;;;;;;;;;;;;;;;;;;
Ctc;Ctc: Modificaci�n De La Intersecci�n De La Av. 27 De Febrero Con La Calle Pergamino;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Pavimentos, Semaforos, Iluminacion;$3.672.574,00;8;Villa Soldati;27 De Febrero Av. Y Pergamino;-34,67059018;-58,43239778;2016-09-21;2016-12-10;2,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Intersecci%C3%B3nAv27defebreroconPergaminoCTC_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Intersecci%C3%B3nAv27defebreroconPergaminoCTC_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Intersecci%C3%B3nAv27defebreroconPergaminoCTC_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Intersecci%C3%B3nAv27defebreroconPergaminoCTC_foto4.jpg;Faco S.A;2016;Licitaci�n Privada;01-CBAS-2016;30712463887;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/centro-de-transferencia-de-cargas;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Adecuaci�n Y Refacci�n Edilicia De Incubadora De Empresas De Base Social - Barrio Los Piletones;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Tendido El�ctrico Y Arreglos Generales De Alba�ileria, Pintura Y Carpinterias;$3.808.672,00;8;Villa Soldati;Barros Pazos, Jose Y Lacarra Av.;-34,66362299;-58,45160937;2016-09-19;2017-03-18;6;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adecuaci%C3%B3nyrefacci%C3%B3nediliciadeIncubadoraB%C2%BAPiletones_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adecuaci%C3%B3nyrefacci%C3%B3nediliciadeIncubadoraB%C2%BAPiletones_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adecuaci%C3%B3nyrefacci%C3%B3nediliciadeIncubadoraB%C2%BAPiletones_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adecuaci%C3%B3nyrefacci%C3%B3nediliciadeIncubadoraB%C2%BAPiletones_foto4.jpg;Building Co S.R.L;2016;Licitaci�n P�blica;01-CBAS-2016;30708969881;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Aut�dromo Oscar Y Alfredo G�lvez;Aut�dromo Oscar Y Alfredo G�lvez: Nuevo Vallado Circuito 12 - Obra Civil - Aut�dromo De La Ciudad D Buenos Aires;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Se Trata De Una Mejora En Las Condiciones Del Suelo A Fin De Asentar Muros De Contenci�n Para Mejorar La Seguridad De La Pista Del Aut�dromo;$11.468.882,00;8;Villa Riachuelo;Paz, Gral. Av. Y Roca, Cnel. Av.;-34,69800182;-58,4698263;2017-02-08;2017-03-25;1,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-NuevovalladoCircuito12_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-NuevovalladoCircuito12_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-NuevovalladoCircuito12_foto3.jpg;;Arco S.R.L;2017;Contrataci�n Directa;50-CBAS-2016;30657249765;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;;;;;;;;;;;;;;;;;;;
Barrio Los Piletones;Barrio Los Piletones: Pavimentaci�n Con Concreto Asf�ltico De Calle Vehicular Continuaci�n Calle Plumerillo - B° Los Piletones;Finalizada;Hidr�ulica E Infraestructura;Corporaci�n Buenos Aires Sur;Ejecuci�n De Fresado De Pavimentaci�n Existente, Ejecuci�n De Nuevo Pavimento De Concreto Asfaltico, Ca�er��as De Desag��es Pluviales;$2.715.512,00;8;Villa Soldati;Plumerillo Y Asturias Av (No Oficial);-34,66580568;-58,45636583;2017-02-02;2017-03-04;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Pavimentaci%C3%B3ncallePlumerillo_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Pavimentaci%C3%B3ncallePlumerillo_foto2.jpg;;;Maquivial S.A.I;2017;Contrataci�n Directa;49-CBAS-2016;30548939689;vecinos;;;;;http://www.buenosaires.gob.ar/baobras/barrio-los-piletones;;;;;;;;;;;;;;;;;;;;;;;
Distrito De Las Artes;Distrito De Las Artes: Adaptaci�n De Predio Para Traslado De Transformadores - Plaza Usina Del Arte;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Se Trata De Una Obra Para Mejorar Las Condiciones Del Predio Donde Se Trasladaran Los Transformadores Eletricos Ubicados En El Pa�ol Que Posteriormente Ser� Intervenido Como Plaza Verde Usina Del Arte;$254.512,00;4;Barracas;Don Pedro De Mendoza Av. 3951;-34,65509091;-58,37290949;2017-03-29;2017-04-28;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adaptaci%C3%B3npredioparatrasladotransformadores_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adaptaci%C3%B3npredioparatrasladotransformadores_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adaptaci%C3%B3npredioparatrasladotransformadores_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Adaptaci%C3%B3npredioparatrasladotransformadores_foto4.jpg;Oznerol S.A.;2017;Contrataci�n Directa;48-CBAS-2016;30714746371;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/distrito-de-las-artes;;;;;;;;;;;;;;;;;;;;;;;
Distrito Del Deporte;Distrito Del Deporte: Construcci�n De Muro Perimetral - Asociaci�n Civil Nueva Estrella;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Ejecuci�n De Muro Perimetral De 117 Ml Y 3 Mts De Altura;$1.600.495,00;8;Villa Lugano;Santander 4602;-34,66320161;-58,47429755;2017-02-22;2017-08-05;5,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/muroperimetral-Asoc.Nueva%20Estrella_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/muroperimetral-Asoc.Nueva%20Estrella_foto2.jpg;;;A.E. Ponce Ingenieria S.A.;2017;Contrataci�n Directa;47-CBAS-2016;30714763098;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/distrito-del-deporte;;;;;;;;;;;;;;;;;;;;;;;
Obras Comuna 4;Obras Comuna 4: Recambio De Cubierta En Quincho Darling Tennis Club;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Cambio De Techo Vegetal Por Chapas De Acero, Colocacion De Vidrios En T�mpanos De La Cubierta;$1.299.141,00;4;La Boca;Brasil Av. 34;-34,625127;-58,36367961;2017-05-18;2017-07-02;1,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Recambiodecubiertaenquincho-DarlingTenisClub_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Recambiodecubiertaenquincho-DarlingTenisClub_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Recambiodecubiertaenquincho-DarlingTenisClub_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Recambiodecubiertaenquincho-DarlingTenisClub_foto4.jpg;Cylp S.A;2017;Contrataci�n Directa;46-CBAS-2016;30567789000;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/obras-en-comuna-4;;;;;;;;;;;;;;;;;;;;;;;
Distrito Del Deporte;Distrito Del Deporte: Anexo Club Torino - Mejoras En Cancha De Futbol;Finalizada;Arquitectura;Corporaci�n Buenos Aires Sur;Realizaci�n De Piso De Hormig�n Llaneado, Pintura De Demarcaci�n, Pintura De Paredes Interiores, Reaparici�n De Canaletas Pluviales, Iluminaci�n;$1.366.669,00;8;Villa Lugano;Zuviria 4659;-34,66111084;-58,47704348;2017-01-16;2017-04-16;3;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/canchadefutblol-AnexoClubTorino_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/canchadefutbol-AnexoClubTorino_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/canchadefutbol-AnexoClubTorino_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/canchadefutbol-AnexoClubTorino_foto4.jpg;Jorge Canelles Ltda;2017;Contrataci�n Directa;45-CBAS-2016;30708832959;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/distrito-del-deporte;;;;;;;;;;;;;;;;;;;;;;;
Buenos Aires Playa 2017;Buenos Aires Playa 2017: Parque Indoamericano - Instalaci�n El�ctrica;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Ejecucion De Playa Seca Para Programa Bs As Playa 2017;$72.934,00;8;Villa Soldati;Escalada Av. Y Casta�ares Av.;-34,66498561;-58,46938912;2016-12-28;2017-07-01;6;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/BsAsPlaya2017-ParqueIndoamericanoInst.Electrica_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/BsAsPlaya2017-ParqueIndoamericanoInst.Electrica_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/BsAsPlaya2017-ParqueIndoamericanoInst.Electrica_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/BsAsPlaya2017-ParqueIndoamericanoInst.Electrica_foto4.jpg;Martinez Cesar Javier;2017;Contrataci�n Directa;44-CBAS-2016;20273633325;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/buenos-aires-playa-2017;;;;;;;;;;;;;;;;;;;;;;;
Buenos Aires Playa 2017;Buenos Aires Playa 2017: Parque Indoamericano - Mantenimiento;Finalizada;Espacio P�blico;Corporaci�n Buenos Aires Sur;Ejecucion De Playa Seca Para Programa Bs As Playa 2017;$375.210,00;8;Villa Soldati;Escalada Av. Y Casta�ares Av.;-34,69843499;-58,4706449;2017-01-05;2017-02-27;1;100;;;;;EL PRESENTE LTDA;2017;Contrataci�n Directa;43-CBAS-2016;30714459631;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/buenos-aires-playa-2017;;;;;;;;;;;;;;;;;;;;;;;
Plazas y Parques de Comuna 13;Plaza Noruega;Finalizada;Espacio P�blico;Subsecretar��a de Gesti�n Comunal;Se llev� a cabo la puesta en valor de la Plaza Noruega. Se aument� la superficie verde con plantaciones nuevas, se mejoraron los caminos internos y se crearon espacios de descanso, y se adquiri� nuevo equipamiento urbano.;$9.681.112,00;13;Belgrano;Ciudad De La Paz Y Juramento Av.;-34,56261316;-58,45767591;2017-10-16;2017-08-31;;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna13_plazanoruega_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna13_plazanoruega_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna13_plazanoruega_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna13_plazanoruega_foto4.jpg;Dagresa Vial Construcciones SRL;2017;;;33712269079;70000;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-13;;;;;;;;;;;;;;;;;;;;;;;
